id,title,author,isbn,num_pages,average_rating,ratings_count,text_reviews_count,book_format
243,The Pobble Who Has No Toes (Edward Lear's Little Books of Nonsense),Edward Lear,0246128828,24,4.57,47,6,Paperback
244,The Puffin Book of Nonsense Verse,Quentin Blake,0140366601,287,4.03,88,6,Paperback
245,Henry Miller on Writing,Henry Miller,0811201120,217,4.23,1004,53,Paperback
246,The Colossus of Maroussi,Henry Miller,0811201090,244,3.99,2718,210,Paperback
247,Quiet Days in Clichy,Henry Miller,080213016X,154,3.68,3488,153,Paperback
248,Big Sur and the Oranges of Hieronymus Bosch,Henry Miller,0811201074,400,4.02,2522,141,Paperback
249,Tropic of Cancer,Henry Miller,0802131786,318,3.68,56102,2495,Paperback
250,Tropic of Capricorn,Henry Miller,0802151825,348,3.78,15267,473,Paperback
251,"Nexus (The Rosy Crucifixion, #3)",Henry Miller,0802151787,316,4.10,3335,63,Paperback
252,"Sexus (The Rosy Crucifixion, #1)",Henry Miller,0802151809,506,3.97,7990,266,Paperback
253,The Air-Conditioned Nightmare,Henry Miller,0811201066,292,3.83,2750,147,Paperback
254,The Time of the Assassins:  a Study of Rimbaud,Henry Miller,0811201155,160,3.94,818,53,Paperback
255,Public Places-Urban Spaces: The Dimensions of Urban Design,Matthew Carmona,0750636327,320,4.10,102,7,Paperback
256,Behavior in Public Places,Erving Goffman,0029119405,248,4.08,220,7,Paperback
257,Haunted Places in America: A Guide to Spooked and Spooky Public Places in the United States,Charles A. Coulombe,1592284159,288,3.42,19,1,Paperback
258,"Public Places: My Life in the Theater, with Peter O'Toole and Beyond",Sian Phillips,0571211194,441,3.85,35,6,Paperback
259,Together Alone: Personal Relationships in Public Places,Calvin Morrill,0520245237,320,3.67,12,1,Paperback
260,Squares: A Public Place Design Guide for Urbanists,Mark C. Childs,0826330045,208,3.78,4,0,Paperback
261,Just in Time! Pastoral Prayers in Public Places,F. Belton Joyner Jr.,0687495679,80,3.80,5,0,Paperback
262,Pike Place Public Market Seafood Cookbook,Braiden Rex-Johnson,1580086802,129,3.83,22,2,Hardcover
263,Art for Public Places: Critical Essays,Malcolm Miles,0950678384,244,4.25,4,1,Unknown Binding
264,The Portrait of a Lady,Henry James,0141439637,797,3.78,64498,2050,Paperback
265,The Portrait of a Lady,Janet McAlpin,058241783X,,3.91,11,2,
266,The Portrait of a Lady,Henry James,1423310764,,3.78,25,2,Audio CD
267,Portrait of the Blue Lady: The Character of Melancholy,Lyn Cowan,1882670965,314,4.30,10,1,Paperback
268,The Portrait of a Lady,Henry James,0192100386,704,3.78,42,7,Hardcover
269,The Portrait of a Lady,Henry James,1593080964,635,3.78,406,42,Paperback
270,The Portrait of a Lady,Henry James,0618107355,640,3.78,133,3,Paperback
271,New Essays on 'The Portrait of a Lady',Joel Porte,0521345081,178,4.00,3,0,Hardcover
272,Portrait of a Lady,Henry James,1566196353,,3.78,39,11,
273,The Portrait of a Lady,Henry James,0140862870,,3.78,4,0,Audio
274,The Portrait of a Lady,Henry James,0140864512,,3.78,18,3,
275,The Lover,Marguerite Duras,,117,3.74,24360,1539,Paperback
276,Hiroshima Mon Amour,Marguerite Duras,082883637X,,3.90,6,0,
277,Writing,Marguerite Duras,1571290532,91,3.72,809,52,Paperback
278,The War,Marguerite Duras,1565842219,192,3.85,999,68,Paperback
279,Craniosacral Therapy II: Beyond the Dura,John E. Upledger,093961605X,259,4.35,46,1,Hardcover
280,The Ravishing of Lol Stein,Marguerite Duras,0394743040,181,3.66,2116,135,Paperback
281,"Destroy, She Said",Marguerite Duras,080215154X,133,3.67,593,47,Paperback
282,L'Amour,Marguerite Duras,207052907X,,3.30,108,6,
283,L'Amant de la Chine du Nord,Marguerite Duras,2070388093,246,3.88,445,25,Paperback
284,A Treasury of Kahlil Gibran,Kahlil Gibran,0806504102,456,4.42,220,10,Paperback
285,Love Letters,Kahlil Gibran,1851681825,178,3.72,204,8,Hardcover
286,The Prophet,Kahlil Gibran,0679440674,128,4.23,812,49,Hardcover
288,Kahlil Gibran: His Life and World,Jean Gibran,156656249X,464,4.21,35,2,Paperback
289,The Beloved: Reflections on the Path of the Heart,Kahlil Gibran,014019553X,102,4.18,338,17,Paperback
290,Jesus the Son of Man,Kahlil Gibran,0394431243,216,3.98,1342,84,Hardcover
291,The Broken Wings,Kahlil Gibran,0806501901,132,3.93,6672,555,Paperback
292,Sand and Foam,Kahlil Gibran,067943920X,100,4.07,3119,231,Hardcover
293,The Wisdom Of Kahlil Gibran,Kahlil Gibran,8185944717,,4.22,6,2,
295,Treasure Island,Robert Louis Stevenson,0753453800,311,3.83,333589,7262,Hardcover
296,Treasure Island,Robert Louis Stevenson,1402714572,213,3.83,433,42,Hardcover
297,Treasure Island,Robert Louis Stevenson,1416500294,245,3.83,5998,278,Paperback
298,Treasure Island,Robert Louis Stevenson,0689854684,64,3.83,103,14,Hardcover
299,Treasure Island,Robert Louis Stevenson,0517221144,272,3.83,57,4,Hardcover
300,Treasure Island,Robert Louis Stevenson,1596009330,,3.83,22,2,Audio CD
301,Treasure Island,Robert Louis Stevenson,0786180412,,3.83,41,6,Audio CD
302,Treasure Island (Great Illustrated Classics),Deidre S. Laiken,1577658051,232,4.05,101,16,Hardcover
303,Cliffs Notes on Stevenson's Treasure Island and Kidnapped,O.L. Mishk,0822013061,80,4.60,5,0,Paperback
304,Daniel Deronda,George Eliot,037576013X,796,3.84,20999,681,Paperback
305,George Eliot and Judaism: An Attempt to Appreciate 'Daniel Deronda',David Kaufmann,1410223221,100,4.33,3,0,Paperback
306,Daniel Deronda Notebooks,George Eliot,0521460646,524,3.70,18,0,Hardcover
307,Daniel Deronda: A Conversation,Henry James,1419115014,48,4.67,6,0,Paperback
309,"Daniel Deronda, V1",George Eliot,1404384618,384,4.27,5,2,Paperback
310,Jazz: The First 100 Years (with Audio CD),Henry  Martin,0534628044,,4.22,10,0,
311,Essential Jazz: The First 100 Years (with CD-ROM),Henry  Martin,0534638104,,4.24,4,0,
312,Flight: 100 Years of Aviation,R.G. Grant,0789489104,440,4.32,36,2,Hardcover
313,100 Years of Lynchings,Ralph Ginzburg,0933121180,270,4.57,102,6,paper
314,If You Lived 100 Years Ago,Ann McGovern,0590960016,80,3.91,134,20,Paperback
315,Camp Cooking: 100 Years The National Museum of Forest Service History,National Museum of Forest Service History,1586857614,192,4.40,43,1,Spiral-bound
317,El Siglo del Espiritu Santo,Vinson Synan,9875570923,559,3.76,4,0,Hardcover
318,The Next 100 Years: Predictions to the Nations and the Church of the 21st Century,Dennis Cramer,1886296316,133,4.00,11,2,Paperback
319,Disney,Dave   Smith,0786853808,224,4.01,14,1,Paperback
320,One Hundred Years of Solitude,Gabriel García Márquez,,417,4.08,607142,17691,Hardcover
321,Cliffs Notes on Garcia Marquez' 100 Hundred Years of Solitude,Carl Senna,0822009641,,4.12,50,8,
322,Cien años de soledad,Gabriel García Márquez,9871138148,,4.08,1048,104,Mass Market Paperback
323,Masterwork Studies Series: 100 Years of Solitude,Regina Janes,0805779892,176,4.05,201,14,Hardcover
324,Cien años de soledad,Gabriel García Márquez,0785950109,448,4.08,65,7,Hardcover
325,Cien años de soledad,Gabriel García Márquez,8423919005,456,4.08,81,9,Paperback
326,One Hundred Years of Solitude,Gabriel García Márquez,006502396X,,4.08,92,9,Hardcover
327,Why Zebras Don't Get Ulcers,Robert M. Sapolsky,0805073698,560,4.17,7553,671,Paperback
328,Chess for Zebras,Jonathan Rowson,1901983854,255,4.41,77,8,Paperback
329,What If the Zebras Lost Their Stripes?,John Reitano,0809166496,32,4.16,75,14,Hardcover
330,On Beyond Zebra!,Dr. Seuss,0394800842,64,4.04,2885,171,Hardcover
331,Ziggy the Zebra,Libby Ellis,1581171048,14,4.07,14,0,Hardcover
332,The Wedding Clause,Debbie Raleigh,0821778250,256,3.61,101,16,Mass Market Paperback
333,The Zebra Wall,Kevin Henkes,0060733039,147,3.44,220,25,Paperback
334,"""A"" Is for Zebra",Mark Shulman,1402734948,32,3.77,52,22,Hardcover
335,Lots and Lots of Zebra Stripes,Stephen R. Swinburne,1563979802,32,3.77,32,8,Paperback
336,Why Zebras Don't Get Ulcers,Robert M. Sapolksy,0716727188,367,4.17,57,7,Paperback
337,El perfume. Historia de un asesino,Patrick Süskind,8432216062,239,4.02,5351,341,Paperback
338,Jitterbug Perfume,Tom Robbins,0553348981,352,4.24,4373,401,Paperback
339,"Perfumes, Splashes  Colognes: Discovering and Crafting Your Personal Fragrances",Nancy M. Booth,0882669850,176,3.63,65,2,Paperback
340,Wonderful World of Collecting Perfume Bottles: Identification & Value Guide,Jane Flanagan,1574325027,176,4.09,10,0,Hardcover
341,Perfume Dreams: Reflections on the Vietnamese Diaspora,Andrew Lam,1597140201,,4.02,229,32,Paperback
342,Essence and Alchemy: A Book of Perfume,Mandy Aftel,0865475539,,4.09,42,6,Hardcover
343,Perfume: The Story of a Murderer,Patrick Süskind,0140120831,263,4.02,248692,8000,Paperback
344,Scents & Sensibilities: Creating Solid Perfumes for Well-Being,Mandy Aftel,158685738X,96,3.85,62,1,Hardcover
345,Perfume: The Art And Science of Scent,Cathy Newman,0756781507,,3.90,3,0,
346,The Perfume Guide,Susan Irvine,1902463153,,4.06,17,2,
347,Off the Main Sequence: The Other Science Fiction Stories of Robert A. Heinlein,Robert A. Heinlein,1582881847,738,4.03,264,22,Hardcover
348,The Door Into Summer,Robert A. Heinlein,0345413997,304,4.01,17929,663,Paperback
349,The Moon is a Harsh Mistress,Robert A. Heinlein,0312863551,382,4.17,3872,438,Paperback
350,Stranger in a Strange Land,Robert A. Heinlein,0441788386,525,3.92,259709,6500,Paperback
351,"Starman Jones (Heinlein's Juveniles, #7)",Robert A. Heinlein,1416505504,,3.85,6661,192,
352,The Notebooks of Lazarus Long,Robert A. Heinlein,074348844X,56,4.07,3288,24,
353,Time Enough for Love,Robert A. Heinlein,,589,3.97,29092,656,Mass Market Paperback
354,To Sail Beyond the Sunset,Robert A. Heinlein,0441748600,434,3.87,10380,198,Mass Market Paperback
355,Job: A Comedy of Justice,Robert A. Heinlein,0345316509,439,3.78,16236,446,Paperback
356,Time for the Stars,Robert A. Heinlein,0765314932,256,3.97,7003,207,Hardcover
357,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",Douglas Adams,0671742515,307,4.05,70736,1442,Mass Market Paperback
358,"Dirk Gently's Holistic Detective Agency (Dirk Gently, #1)",Douglas Adams,0671625829,,3.98,1659,104,Hardcover
359,"The Salmon of Doubt (Dirk Gently, #3)",Douglas Adams,0345455290,298,3.93,22420,765,Mass Market Paperback
360,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,0345418778,240,3.97,72504,1316,Mass Market Paperback
361,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",Douglas Adams,0345391829,232,4.20,3031,126,Mass Market Paperback
362,Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,0345476514,368,4.14,2648,48,Paperback
363,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",Douglas Adams,1597770086,,4.05,12,3,Audio CD
364,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",Douglas Adams,0671881450,,4.05,3,0,Audio
365,"Dirk Gently's Holistic Detective Agency (Dirk Gently, #1)",Douglas Adams,,306,3.98,107431,2542,Mass Market Paperback
366,Velvet: A Novel of Suspense,Alec Kalla,0881502642,221,2.57,4,0,Hardcover
367,Douglas Adams's Starship Titanic,Terry Jones,0345368436,256,3.60,902,88,Paperback
369,Douglas Adams Starship Titanic: The Official Strategy Guide,Neil Richards,0609801473,,3.70,57,6,
371,The Salmon of Doubt,Douglas Adams,0345460952,299,3.93,257,17,Paperback
372,The Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams,159777006X,7,3.93,34,5,Audio CD
373,"The Salmon of Doubt: Hitchhiking the Galaxy One Last Time (Dirk Gently, #3)",Douglas Adams,1590075617,,3.93,7,1,Audio CD
374,Salmon Doubts,Adam Sacks,1891867717,128,3.25,152,29,Paperback
375,Salmon of Doubt,Douglas Adams,1402540434,,3.93,3,0,Audio CD
376,The Salmon Of Doubt,Douglas Adams,0787104019,,3.93,3,0,
377,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams,1417622857,336,3.93,5,0,Library Binding
378,The Phantom Tollbooth,Norton Juster,0394820371,256,4.20,225427,9176,Paperback
379,A Guide for Using the Phantom Tollbooth in the Classroom,Kathleen L. Bulloch,1557344310,48,4.25,16,0,Paperback
380,A Colorful Symphony: Full Score,Robert Xavier Rodríguez,0793565561,68,5.00,1,1,Paperback
381,La Caseta Magica (the Phantom Tollbooth),Norton Juster,0613858581,,4.20,4,0,Hardcover
382,The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus,0573650969,72,4.13,100,12,Paperback
383,The Phantom Tollbooth,Norton Juster,1556908768,,4.20,11,2,
384,A Literature Guide [To] The Phantom Tollbooth Written By Norton Juster; Illustrated By Jules Feiffer,Barbara Moross,0838808034,,5.00,2,0,
385,On Bullshit,Harry G. Frankfurt,0691122946,74,3.58,9748,1037,Hardcover
386,Another Bullshit Night in Suck City,Nick Flynn,0393329402,347,3.79,9509,916,Paperback
387,100 Bullshit Jobs...And How to Get Them,Stanley Bing,0060734795,320,3.19,155,23,Hardcover
388,The Business of Bullshit,Graham Edmonds,0452287332,193,3.56,18,3,Paperback
389,Bullshit Artist: The 9/11 Leadership Myth,Ron Schalow,141962461X,326,4.67,6,0,Paperback
390,Your Call Is Important to Us: The Truth About Bullshit,Laura Penny,1400081041,272,3.42,271,32,Paperback
391,Dictionary of Bullshit,Nick  Webb,1402207808,,3.12,30,3,Hardcover
392,"Bullets, Badges, and Bullshit",Phil T. O'Brien,1424124255,444,5.00,2,0,Paperback
393,"Hello, Lied the Agent: And Other Bullshit You Hear as a Hollywood TV Writer",Ian Gurvitz,1597775320,342,3.35,52,8,Hardcover
394,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,0671867423,317,4.14,125,16,Paperback
395,Lincoln's Gettysburg Address in Translation,Abraham Lincoln,0844400181,36,4.53,5,0,Hardcover
396,A. Lincoln'S Gettysburg Addres,Barbara Jane Feinburg,0761316108,,4.00,4,0,
397,The Gettysburg Address,Abraham Lincoln,0395883970,32,4.53,5404,80,Paperback
398,The Battle of Gettysburg and Lincoln's Gettyburg Address,Carin T. Ford,0766022536,48,4.14,7,2,Hardcover
399,Underworld,Don DeLillo,0684848155,827,3.92,1536,181,Paperback
400,Libra,Don DeLillo,0140156046,480,3.99,12327,602,Paperback
401,Don DeLillo's White Noise (Bloom's Modern Critical Interpretations),Harold Bloom,0791070441,,3.68,31,1,
402,Mao II,Don DeLillo,0140152741,254,3.68,8745,457,Paperback
403,Americana,Don DeLillo,0140119485,377,3.42,415,61,Paperback
404,Running Dog,Don DeLillo,0679722947,256,3.44,1424,81,Paperback
405,Ratner's Star,Don DeLillo,0679722920,448,3.48,117,18,Paperback
406,Cosmopolis,Don DeLillo,0743244257,224,3.22,464,41,Paperback
407,Great Jones Street,Don DeLillo,0140179178,272,3.48,2567,153,Paperback
408,The Names,Don DeLillo,0679722955,339,3.64,3184,220,Paperback
409,Against the Day,Thomas Pynchon,159420120X,1085,4.13,5456,603,Hardcover
410,V.,Thomas Pynchon,0060930217,547,3.96,1465,185,Paperback
411,The Crying of Lot 49,Thomas Pynchon,0060931671,152,3.69,2190,237,Paperback
412,Gravity's Rainbow,Thomas Pynchon,0140283382,784,3.99,766,215,Paperback
413,Mason & Dixon,Thomas Pynchon,0312423209,773,4.08,8399,641,Paperback
414,Vineland,Thomas Pynchon,0141180633,385,3.69,718,69,Paperback
415,Gravity's Rainbow,Thomas Pynchon,0143039946,776,3.99,32358,2302,Paperback
416,Slow Learner: Early Stories,Thomas Pynchon,0316724432,193,3.50,341,36,Paperback
417,Thomas Pynchon (Bloom's Modern Critical Views),Harold Bloom,0791074455,322,3.65,21,1,Hardcover
418,Been Down So Long It Looks Like Up To Me,Richard Fariña,0140189300,352,3.79,2562,223,Paperback
419,Vintage Didion,Joan Didion,1400033934,199,4.09,403,25,Paperback
420,The Year of Magical Thinking,Joan Didion,140004314X,227,3.90,2760,344,Hardcover
421,The White Album,Joan Didion,0374522219,222,4.16,13180,829,Paperback
422,A Book of Common Prayer,Joan Didion,0679754865,272,3.80,3084,270,Paperback
423,Where I Was From,Joan Didion,0679752862,240,3.86,2972,301,Paperback
424,Slouching Towards Bethlehem,Joan Didion,,238,4.20,29295,1983,Paperback
425,Democracy,Joan Didion,0679754857,234,3.83,2165,178,Paperback
426,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion,0307264874,1122,4.49,1615,111,Hardcover
427,Miami,Joan Didion,0679781803,240,3.70,1132,100,Paperback
428,Play It As It Lays,Joan Didion,0374529949,231,3.88,25532,1845,Paperback
429,Amazons: An Intimate Memoir by the First Woman Ever to Play in the National Hockey League,Cleo Birdwell,0030554268,390,3.70,29,6,Hardcover
430,Amazons,Cleo Birdwell,0425050610,,3.70,3,0,Paperback
431,The New York Trilogy,Paul Auster,0143039830,308,3.88,46349,1961,Paperback
432,"City of Glass (The New York Trilogy, #1)",Paul Auster,0140097317,203,3.79,12950,773,Paperback
433,The New York Trilogy: City of Glass / Ghosts / The Locked Room,Paul Auster,0140169636,,3.88,335,38,
434,"Ghosts (The New York Trilogy, #2)",Paul Auster,014009735X,96,3.64,3827,209,Paperback
435,"The Locked Room (The New York Trilogy, #3)",Paul Auster,0940650762,179,3.89,3129,172,Hardcover
436,La trilogía de Nueva York,Paul Auster,8433906992,,3.88,1252,96,
438,"New York Trilogy: New York Underground, Trapped, Love and Sex",Paul Hallasy,0595002234,156,5.00,2,0,Paperback
439,"New York Dreams (Virex Trilogy, #3)",Eric Brown,0575074949,336,3.74,30,1,Paperback
440,"New York Nights (Virex Trilogy, #1)",Eric Brown,1857987829,,3.54,53,4,
442,New York Trilogy   Whodunit?,Anne Holzapfel,3631497989,,5.00,2,0,Paperback
443,New York Blues (Virex Trilogy),Eric Brown,0575068736,,3.90,4,0,
444,Pyramids of Montauk: Explorations in Consciousness,Peter Moon,0963188925,256,3.91,77,2,Paperback
445,"All My Tomorrows (The Orphan Trains Trilogy, #2)",Al Lacy,1590521307,352,3.98,172,14,Paperback
446,The Brooklyn Follies,Paul Auster,0312426232,306,3.84,18584,1177,Paperback
447,Moon Palace,Paul Auster,0140115854,320,3.95,16652,531,Paperback
448,A Tomb for Anatole: Poetry,Stéphane Mallarmé,0811215938,202,4.37,113,15,Paperback
449,Timbuktu,Paul Auster,0312263996,181,3.69,9846,643,Paperback
450,Neon Lit: Paul Auster's City of Glass,Paul Karasik,038077108X,129,3.93,124,18,Paperback
451,True Tales of American Life,Paul Auster,0571210708,480,3.88,415,46,Paperback
452,The Invention of Solitude: A Memoir,Paul Auster,0140106286,192,3.78,162,12,Paperback
453,The Music of Chance,Paul Auster,0140154078,217,3.91,368,35,Paperback
454,Travels in the Scriptorium,Paul Auster,0805081453,145,3.24,6833,578,Hardcover
455,In the Country of Last Things,Paul Auster,0140097058,188,3.87,441,52,Paperback
456,Leviathan,Paul Auster,0140178139,275,3.96,12158,464,Paperback
457,Auggie Wren's Christmas Story,Paul Auster,0805077235,,3.84,1167,122,Hardcover
458,Oracle Night,Paul Auster,0805073205,,3.78,242,27,Hardcover
459,The Random House Book of 20th Century French Poetry,Paul Auster,0394717481,690,4.57,165,11,Paperback
460,Paul Auster's New York - Promo: Mak.of Amer,Paul Auster,080505667X,97,3.90,51,2,Hardcover
461,The Inner Life of Martin Frost,Paul Auster,9051705441,40,3.33,181,8,Paperback
462,Disappearances,Paul Auster,0879513411,96,3.43,67,1,Paperback
463,The Red Notebook: True Stories,Paul Auster,0811214982,104,3.78,2436,124,Paperback
464,Collected Poems,Paul Auster,1585674044,192,3.60,15,3,Hardcover
465,Paul Auster and Postmodern Quest: On the Road to Nowhere,Chippy M.L. Den Irvine,0820461679,221,4.00,2,0,Hardcover
466,Timbuktu / Leviathan / Moon Palace,Paul Auster,2742741461,1075,4.32,22,1,Mass Market Paperback
467,El libro de las ilusiones,Paul Auster,8433969978,,3.85,131,7,
468,An Art of Desire: Reading Paul Auster,Bernd Herzogenrath,9042004533,245,4.00,5,0,Paperback
469,Paul Auster (Bloom's Modern Critical Views),Harold Bloom,0791076628,254,3.92,12,0,Hardcover
470,"The Art of Hunger: Essays, Prefaces, Interviews, The Red Notebook",Paul Auster,0140267506,368,3.87,427,11,Paperback
471,World that is the Book: Paul Auster’s Fiction,Aliki Varvogli,0853236879,200,3.60,1,0,Hardcover
472,Why Write?,Paul Auster,1886224145,58,3.79,134,12,Paperback
473,Beyond the Red Notebook,Dennis Barone,0812215567,224,4.00,10,0,Paperback
474,Paul Auster (French Edition),F. Gavillon,2868474926,,4.25,4,0,
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,0143036556,608,3.93,54970,2899,Paperback
476,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb,0446579785,211,3.39,215,26,Hardcover
477,Collapse of Complex Societies,Joseph A. Tainter,052138673X,262,4.15,766,94,Paperback
478,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,0743203046,544,3.80,4991,542,Paperback
479,The Collapse of Evolution,Scott M. Huse,0801057744,224,4.06,64,5,Paperback
480,Collapse of Burning Buildings: A Guide to Fireground Safety,Vincent Dunn,0878149031,150,4.83,6,0,Paperback
481,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,034543871X,272,3.89,63,4,Paperback
482,"Armageddon Averted: The Soviet Collapse, 1970-2000",Stephen Kotkin,0195168941,245,3.72,498,55,Paperback
484,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo,0393318281,576,4.40,288,20,Paperback
485,The Languages of Native North America,Marianne Mithun,052129875X,773,4.53,32,6,Paperback
487,Searching for Lost City: On the Trail of America's Native Languages,Elizabeth Seay,1592281958,272,3.89,8,1,Hardcover
488,Indian Sign Language,William Tomkins,048622029X,128,3.96,37,2,Paperback
489,Along The Clipper Way,Francis Chichester,0345021037,,4.08,29,4,
490,Along The Clipper Way,Francis Chichester,034503306X,287,4.08,4,0,
491,"Life And Adventures Of John Nicol, Mariner",John Nicol,0862419921,,3.95,5,1,
492,The Fantastic Inventions of Nikola Tesla,Nikola Tesla,0932813194,351,4.06,231,21,Paperback
493,My Inventions,Nikola Tesla,1599869942,88,4.01,3518,293,Paperback
494,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer,0806519606,542,3.80,3341,347,Paperback
495,"Colorado Springs Notes, 1899-1900",Brotherhood of Life,0913022268,439,3.96,9,1,Hardcover
496,The Lost Journals of Nikola Tesla: HAARP - Chemtrails and the Secret of Alternative 4,Tim R. Swartz,1892062135,155,3.91,32,4,Paperback
497,Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,0822549204,144,3.93,109,6,Hardcover
498,Tesla Papers,Nikola Tesla,0932813860,100,4.13,102,2,Paperback
499,21st Century Mysteries: Nikola Tesla: Federal Documents and References (CD-ROM),U.S. Government,1422004848,23931,5.00,2,0,CD-ROM
500,Problem of Increasing Human Energy,Nikola Tesla,1564598446,112,4.22,133,13,Paperback
